2.001639 0.018033
1.986012 0.033428
1.961593 0.050396
1.928670 0.068908
1.887563 0.088903
1.838618 0.110290
1.782204 0.132945
1.718708 0.156718
1.648531 0.181436
1.572082 0.206907
1.489782 0.232921
1.402054 0.259255
1.309325 0.285679
1.212023 0.311957
1.110576 0.337849
1.005411 0.363119
0.896954 0.387532
0.785628 0.410863
0.671851 0.432895
0.556040 0.453420
0.438606 0.472247
0.319956 0.489199
0.200493 0.504113
0.080615 0.516847
-0.039286 0.527276
-0.158824 0.535294
-0.277617 0.540817
-0.395291 0.543780
-0.511480 0.544138
-0.625822 0.541869
-0.737965 0.536969
-0.847564 0.529458
-0.954283 0.519372
-1.057796 0.506769
-1.157785 0.491727
-1.253943 0.474340
-1.345974 0.454722
-1.433592 0.433000
-1.516525 0.409321
-1.594510 0.383844
-1.667300 0.356742
-1.734660 0.328199
-1.796367 0.298413
-1.852213 0.267587
-1.902006 0.235935
-1.945566 0.203676
-1.982731 0.171034
-2.013351 0.138235
-2.037296 0.105508
-2.054447 0.073080
-2.064706 0.041176
-2.067989 0.010017
-2.064228 -0.020185
-2.053377 -0.049222
-2.035401 -0.076900
-2.010288 -0.103035
-1.978043 -0.127459
-1.938690 -0.150019
-1.892273 -0.170581
-1.838855 -0.189030
-1.778522 -0.205274
-1.711383 -0.219242
-1.637568 -0.230890
-1.557234 -0.240200
-1.470562 -0.247177
-1.377764 -0.251858
-1.279077 -0.254305
-1.174772 -0.254605
-1.065152 -0.252877
-0.950554 -0.249259
-0.831351 -0.243918
-0.707952 -0.237037
-0.580808 -0.228819
-0.450404 -0.219482
-0.317269 -0.209252
-0.181967 -0.198361
-0.045102 -0.187039
0.092688 -0.175513
0.230734 -0.163996
0.368336 -0.152683
0.504774 -0.141748
0.639310 -0.131336
0.771198 -0.121558
0.899689 -0.112491
1.024043 -0.104172
1.143536 -0.096598
1.257469 -0.089726
1.365179 -0.083477
1.466048 -0.077734
1.559505 -0.072349
1.645043 -0.067149
1.722215 -0.061941
1.790645 -0.056520
1.850027 -0.050673
1.900127 -0.044189
1.940787 -0.036867
1.971916 -0.028520
