2.110660 0.049239
2.104084 0.080702
2.093452 0.112541
2.078817 0.144714
2.060237 0.177172
2.037780 0.209866
2.011518 0.242739
1.981532 0.275735
1.947905 0.308791
1.910730 0.341844
1.870103 0.374827
1.826123 0.407670
1.778896 0.440302
1.728531 0.472651
1.675140 0.504640
1.618840 0.536196
1.559748 0.567241
1.497987 0.597699
1.433682 0.627492
1.366958 0.656546
1.297943 0.684783
1.226769 0.712129
1.153567 0.738511
1.078470 0.763856
1.001613 0.788095
0.923131 0.811159
0.843161 0.832984
0.761839 0.853507
0.679303 0.872668
0.595692 0.890410
0.511143 0.906680
0.425796 0.921429
0.339787 0.934611
0.253256 0.946184
0.166341 0.956110
0.079178 0.964355
-0.008094 0.970890
-0.095340 0.975690
-0.182424 0.978733
-0.269212 0.980004
-0.355570 0.979492
-0.441366 0.977188
-0.526469 0.973091
-0.610750 0.967203
-0.694081 0.959530
-0.776335 0.950085
-0.857389 0.938882
-0.937121 0.925942
-1.015409 0.911290
-1.092136 0.894956
-1.167187 0.876971
-1.240448 0.857376
-1.311810 0.836210
-1.381163 0.813519
-1.448404 0.789354
-1.513431 0.763767
-1.576144 0.736815
-1.636448 0.708559
-1.694251 0.679061
-1.749463 0.648389
-1.801999 0.616612
-1.851778 0.583801
-1.898720 0.550033
-1.942753 0.515383
-1.983804 0.479931
-2.021808 0.443757
-2.056702 0.406946
-2.088427 0.369580
-2.116930 0.331745
-2.142160 0.293527
-2.164072 0.255014
-2.182624 0.216294
-2.197780 0.177453
-2.209507 0.138581
-2.217778 0.099764
-2.222568 0.061089
-2.223860 0.022644
-2.221641 -0.015486
-2.215899 -0.053218
-2.206633 -0.090468
-2.193842 -0.127157
-2.177531 -0.163204
-2.157711 -0.198535
-2.134397 -0.233074
-2.107610 -0.266750
-2.077375 -0.299496
-2.043723 -0.331245
-2.006689 -0.361937
-1.966315 -0.391514
-1.922646 -0.419921
-1.875733 -0.447108
-1.825635 -0.473030
-1.772413 -0.497644
-1.716135 -0.520913
-1.656874 -0.542804
-1.594708 -0.563290
-1.529724 -0.582346
-1.462010 -0.599955
-1.391664 -0.616101
-1.318785 -0.630777
-1.243483 -0.643977
-1.165871 -0.655702
-1.086068 -0.665956
-1.004198 -0.674747
-0.920394 -0.682090
-0.834792 -0.688002
-0.747534 -0.692502
-0.658769 -0.695617
-0.568651 -0.697373
-0.477339 -0.697801
-0.384997 -0.696934
-0.291795 -0.694808
-0.197907 -0.691460
-0.103512 -0.686929
-0.008793 -0.681253
0.086063 -0.674474
0.180867 -0.666632
0.275425 -0.657767
0.369542 -0.647918
0.463022 -0.637124
0.555666 -0.625422
0.647276 -0.612848
0.737654 -0.599434
0.826601 -0.585213
0.913923 -0.570213
0.999426 -0.554461
1.082920 -0.537978
1.164218 -0.520787
1.243140 -0.502905
1.319509 -0.484348
1.393155 -0.465127
1.463915 -0.445254
1.531634 -0.424736
1.596165 -0.403580
1.657370 -0.381789
1.715119 -0.359368
1.769293 -0.336320
1.819783 -0.312645
1.866490 -0.288347
1.909326 -0.263428
1.948213 -0.237892
1.983086 -0.211742
2.013887 -0.184987
2.040574 -0.157635
2.063113 -0.129696
2.081480 -0.101184
2.095663 -0.072118
2.105661 -0.042516
2.111479 -0.012404
2.113137 0.018192
2.110660 0.049239
