-1.028873 0.094699
-1.029239 0.112153
-1.030335 0.129576
-1.032160 0.146937
-1.034710 0.164207
-1.037981 0.181356
-1.041967 0.198352
-1.046662 0.215166
-1.052057 0.231769
-1.058142 0.248131
-1.064907 0.264224
-1.072340 0.280020
-1.080428 0.295491
-1.089156 0.310609
-1.098510 0.325349
-1.108473 0.339684
-1.119028 0.353589
-1.130156 0.367040
-1.141837 0.380014
-1.154051 0.392486
-1.166777 0.404437
-1.179992 0.415844
-1.193673 0.426687
-1.207797 0.436948
-1.222337 0.446609
-1.237269 0.455653
-1.252567 0.464063
-1.268204 0.471825
-1.284152 0.478925
-1.300383 0.485352
-1.316870 0.491093
-1.333582 0.496139
-1.350491 0.500480
-1.367567 0.504110
-1.384779 0.507021
-1.402099 0.509209
-1.419495 0.510670
-1.436937 0.511401
-1.454394 0.511401
-1.471836 0.510670
-1.489232 0.509209
-1.506552 0.507021
-1.523765 0.504110
-1.540841 0.500480
-1.557750 0.496139
-1.574462 0.491093
-1.590948 0.485352
-1.607179 0.478925
-1.623127 0.471825
-1.638764 0.464063
-1.654062 0.455653
-1.668994 0.446609
-1.683535 0.436948
-1.697658 0.426687
-1.711339 0.415844
-1.724555 0.404437
-1.737280 0.392486
-1.749495 0.380014
-1.761176 0.367040
-1.772303 0.353589
-1.782858 0.339684
-1.792821 0.325349
-1.802175 0.310609
-1.810904 0.295491
-1.818992 0.280020
-1.826425 0.264224
-1.833190 0.248131
-1.839275 0.231769
-1.844670 0.215166
-1.849364 0.198352
-1.853351 0.181356
-1.856622 0.164207
-1.859172 0.146937
-1.860997 0.129576
-1.862093 0.112153
-1.862458 0.094700
-1.862093 0.077246
-1.860997 0.059823
-1.859172 0.042462
-1.856622 0.025192
-1.853351 0.008043
-1.849364 -0.008953
-1.844670 -0.025767
-1.839275 -0.042370
-1.833190 -0.058732
-1.826425 -0.074825
-1.818992 -0.090621
-1.810904 -0.106092
-1.802175 -0.121210
-1.792821 -0.135950
-1.782858 -0.150285
-1.772303 -0.164190
-1.761176 -0.177641
-1.749495 -0.190615
-1.737280 -0.203087
-1.724555 -0.215038
-1.711339 -0.226445
-1.697658 -0.237288
-1.683535 -0.247549
-1.668994 -0.257210
-1.654062 -0.266254
-1.638764 -0.274664
-1.623127 -0.282426
-1.607179 -0.289526
-1.590948 -0.295953
-1.574462 -0.301694
-1.557750 -0.306740
-1.540841 -0.311081
-1.523765 -0.314711
-1.506552 -0.317622
-1.489232 -0.319810
-1.471836 -0.321271
-1.454394 -0.322002
-1.436937 -0.322002
-1.419495 -0.321271
-1.402099 -0.319810
-1.384779 -0.317622
-1.367567 -0.314711
-1.350491 -0.311081
-1.333582 -0.306740
-1.316870 -0.301694
-1.300383 -0.295953
-1.284152 -0.289526
-1.268204 -0.282426
-1.252567 -0.274664
-1.237269 -0.266254
-1.222337 -0.257210
-1.207797 -0.247549
-1.193673 -0.237288
-1.179992 -0.226445
-1.166777 -0.215038
-1.154051 -0.203087
-1.141837 -0.190615
-1.130156 -0.177641
-1.119028 -0.164190
-1.108473 -0.150285
-1.098510 -0.135950
-1.089156 -0.121210
-1.080428 -0.106092
-1.072340 -0.090621
-1.064907 -0.074825
-1.058142 -0.058732
-1.052057 -0.042370
-1.046662 -0.025767
-1.041967 -0.008953
-1.037981 0.008043
-1.034710 0.025192
-1.032160 0.042462
-1.030335 0.059823
-1.029239 0.077246
-1.028873 0.094699
